id,external_id,message_preview,hash,published_at,created_at,source_id,source_name
20181,8008,"$BTC DOMINANCE ANALYSIS
--------------------------...--------------
Yours truly,
Fed. Russian Insiders®",c6d94bfcbb4f8524d6bc623a8a7107ed,2025-11-16T07:57:05+00:00,2025-11-16T14:31:57.153762+00:00,100,t.me/FedRussianInsiders_Vip
20188,8007,"🔥$MYX Update🔥

Target 1 : $2.7✅
Target 2 : $2.9✅
T...re still winning, stay tuned for our next signals🐋",9ae7b297fb5f9c93cc6b7640c7112058,2025-11-15T10:11:50+00:00,2025-11-16T14:31:57.209345+00:00,100,t.me/FedRussianInsiders_Vip
20182,8006,"$BTC ANALYSIS
------------------------------------...--------------
Yours truly,
Fed. Russian Insiders®",772f4d9f891057ca2f2a40292e82b553,2025-11-15T04:48:07+00:00,2025-11-16T14:31:57.168887+00:00,100,t.me/FedRussianInsiders_Vip
20197,8005,"BUYING $MITO HERE

The bottom is in for #MITO

Ent... - 0.212 - 0.292 - 0.341 - OPEN

SL: Below $0.0716",8c0951fab2eb882a89ef1d7ae4abcce2,2025-11-14T15:07:24+00:00,2025-11-16T14:31:57.516993+00:00,100,t.me/FedRussianInsiders_Vip
20198,8004,"$BTC UPDATE
--------------------------------------...--------------
Yours truly,
Fed. Russian Insiders®",44b2d88af2b4a6744a22fb5c016a7f84,2025-11-14T13:13:14+00:00,2025-11-16T14:31:57.515363+00:00,100,t.me/FedRussianInsiders_Vip
22442,8014,"$SYN UPDATE

Currently consolidating around our en...Once #SYN breaks above $0.072, there’s no way back",2c1d3bc8cf0eb017440ceb01dbfd5f83,2025-11-18T10:12:34+00:00,2025-11-18T15:11:45.509514+00:00,100,t.me/FedRussianInsiders_Vip
22443,8013,"#SYN BREAKING OUT

Still in entry, buying now with first target at $0.072",333bfb3ced6e3b3befbaecf15cd85705,2025-11-18T09:19:44+00:00,2025-11-18T15:11:45.586770+00:00,100,t.me/FedRussianInsiders_Vip
22441,8012,"$SYN UPDATE

Main Resistance levels at $0.217 (200...u can below $0.07, as this sale will not last long",79063046122e6f887f2bcb6af6f8e512,2025-11-18T09:12:52+00:00,2025-11-18T15:11:45.498672+00:00,100,t.me/FedRussianInsiders_Vip
22444,8011,"BUYING $SYN HERE

The bottom is in for #SYN

Entry...- 0.167 - 0.202 - 0.298 - OPEN

SL: Below $0.05114",43845fa8e837219467682fa95bfd7c2d,2025-11-18T08:48:02+00:00,2025-11-18T15:11:45.626954+00:00,100,t.me/FedRussianInsiders_Vip
22446,8010,"IMPORTANT UPDATE

While BTC dipped below $90,000, ...is going to be big, stay tuned to our next message",83eb8cb645f9b3341666bec3bb67fe9a,2025-11-18T08:26:23+00:00,2025-11-18T15:11:45.749903+00:00,100,t.me/FedRussianInsiders_Vip
23277,8019,"$ZEN UPDATE 💥
------------------------------------...--------------
Yours truly,
Fed. Russian Insiders®",152a53eff06230a0487fd4fcfc7a4134,2025-11-19T08:37:31+00:00,2025-11-19T15:41:21.000326+00:00,100,t.me/FedRussianInsiders_Vip
23301,8018,"$OBOL still at entry, but not for long

Momentum b...ak $0.09, after which higher targets are easy game",149b14197e39947cafad0c27c9f67cdc,2025-11-18T19:58:20+00:00,2025-11-19T15:41:21.138336+00:00,100,t.me/FedRussianInsiders_Vip
23262,8017,"$OBOL

With a market cap of less than $10 Million,... or SOL at $14

Fill your bags, or get left behind",bccc67b00507329f3e53e719edb65ef7,2025-11-18T19:00:00+00:00,2025-11-19T15:41:20.800160+00:00,100,t.me/FedRussianInsiders_Vip
23283,8016,"🚨MEGA SIGNAL: $OBOL🚨

Exchanges: Binance Futures /...0.22 - 0.28 - 0.35 - 0.44 - OPEN

SL: Below 0.0703",016e751b26192ece1000ac4503be497f,2025-11-18T17:10:45+00:00,2025-11-19T15:41:21.023065+00:00,100,t.me/FedRussianInsiders_Vip
24187,8023,"$ASTER ANALYSIS
----------------------------------...--------------
Yours truly,
Fed. Russian Insiders®",7135d45b1e91e656e35a09251bceb9e7,2025-11-20T11:37:05+00:00,2025-11-20T15:44:14.480679+00:00,100,t.me/FedRussianInsiders_Vip
24186,8022,"$CUDIS BREAKING OUT

It will not last long below $0.034, adding more here🐋",67c9af15b484a931c6257d5caba4d62a,2025-11-20T06:50:04+00:00,2025-11-20T15:44:14.382918+00:00,100,t.me/FedRussianInsiders_Vip
24185,8021,"$CUDIS (Binance Futures)

Very nive LTF price acti...$0.034

Targeting: 0.054 - 0.078

SL: Below 0.0316",93d84f026ecd5868555f8452cb393310,2025-11-20T06:09:38+00:00,2025-11-20T15:44:14.353943+00:00,100,t.me/FedRussianInsiders_Vip
25323,8025,"$BTC ANALYSIS
------------------------------------...--------------
Yours truly,
Fed. Russian Insiders®",9acc84cac64892ee12872e64a617cc4f,2025-11-21T08:10:59+00:00,2025-11-21T16:05:42.018315+00:00,100,t.me/FedRussianInsiders_Vip
27599,8029,"$CHESS Breaking out, BTC bottomed and the next leg... already been liquidated. Adding more $CHESS here🚀",fa5cb15eb0fe0886bc3c935c3e7a9f4f,2025-11-22T17:07:32+00:00,2025-11-22T18:06:11.675147+00:00,100,t.me/FedRussianInsiders_Vip
27604,8028,"BUYING $CHESS HERE

Exchanges: Binance (Spot and F... - 0.172 - 0.210 - 0.281 - OPEN

SL: Below $0.0335",8522dba814456c91bac1dd7a5b20a64e,2025-11-22T16:34:28+00:00,2025-11-22T18:06:11.697670+00:00,100,t.me/FedRussianInsiders_Vip
27609,8027,$WLFI 🔥,f58b69bdba0a3561adf17987b70513ad,2025-11-22T16:21:29+00:00,2025-11-22T18:06:11.827347+00:00,100,t.me/FedRussianInsiders_Vip
28835,8035,"#MAVIA will not get a better entry than this, buy the dip while you can

Next stop: $0.08",135f9d00da653413ebe2a09eef56c9e0,2025-11-23T13:43:05+00:00,2025-11-23T17:22:50.616425+00:00,100,t.me/FedRussianInsiders_Vip
28860,8034,"$MAVIA Breaking out, BTC fully bottomed and the ne...sh move has been reached. Adding more $MAVIA here🚀",d099f0baba4da271828c88e4f173886a,2025-11-23T13:29:16+00:00,2025-11-23T17:22:50.837522+00:00,100,t.me/FedRussianInsiders_Vip
28852,8033,"LONGING $MAVIA HERE
Exchange: Binance Futures / By...2 - 0.160 - 0.208 - 0.258 - OPEN

SL: Below 0.0533",73ae4a5c79ae2467813a4c40cd3fd5f5,2025-11-23T13:02:40+00:00,2025-11-23T17:22:50.750240+00:00,100,t.me/FedRussianInsiders_Vip
28862,8032,"$BTC UPDATE ✍️
-----------------------------------...--------------
Yours truly,
Fed. Russian Insiders®",7c95837c66305c4fa7fa40422792101a,2025-11-23T12:41:56+00:00,2025-11-23T17:22:51.148430+00:00,100,t.me/FedRussianInsiders_Vip
28867,8031,"LONGING $BID HERE
Exchange: Binance Futures

The b...2 - 0.122 - 0.152 - 0.198 - OPEN

SL: Below 0.0309",58262a9628d3017fc7e2a6014d0142db,2025-11-23T06:23:09+00:00,2025-11-23T17:22:52.365569+00:00,100,t.me/FedRussianInsiders_Vip
30828,8038,"$WLFI UPDATE 🔥
-----------------------------------...--------------
Yours truly,
Fed. Russian Insiders®",e7b9354fb6a2a171c51c3af0dbb76f6c,2025-11-24T08:03:44+00:00,2025-11-24T17:38:08.783967+00:00,100,t.me/FedRussianInsiders_Vip
30861,8037,"#MITO

Buying below $0.095 is pretty much free money.",839c5ad2d30a3de928e3f6b4a662e128,2025-11-23T21:40:47+00:00,2025-11-24T17:38:08.910763+00:00,100,t.me/FedRussianInsiders_Vip
33545,8047,"LONGING $MLN HERE
Exchanges: Binance (Futures and ... 7.8 - 9.4 - 11.2 - 13.8 - 17 OPEN

SL: Below 4.85",c06035ccfa7835127e4f84ccdbdb2165,2025-11-25T17:51:47+00:00,2025-11-25T18:00:36.561138+00:00,100,t.me/FedRussianInsiders_Vip
33546,8046,"BUYING $MLN HERE
Exchanges: Binance (Futures and S...cumulation, buying heavily here and targeting $10+",53be2da8664531c6c82a4c0dd6ff5f6c,2025-11-25T17:44:01+00:00,2025-11-25T18:00:36.615353+00:00,100,t.me/FedRussianInsiders_Vip
33529,8045,"Buy #PHB now, sell above $1, enjoy",b2b31e1ae2851db6cae13b0e4295e89d,2025-11-25T16:28:16+00:00,2025-11-25T18:00:36.306543+00:00,100,t.me/FedRussianInsiders_Vip
33542,8044,"LONGING $PHB HERE
Exchanges: Binance (Futures and ...- 0.70 - 0.98 - 1.28 - 1.72 - OPEN

SL: Below 0.26",d911cacadbf7995e42882fc2c5bfbf64,2025-11-25T16:26:42+00:00,2025-11-25T18:00:36.460520+00:00,100,t.me/FedRussianInsiders_Vip
33531,8043,"🔥#CHILLGUY Update🔥

Target 1 : $0.020✅
Target 2 : ...x lev🚀

Taking profits and moving stops to entries",dd38d101e6279da60bab88d9a3f8ae5f,2025-11-25T11:38:20+00:00,2025-11-25T18:00:36.314327+00:00,100,t.me/FedRussianInsiders_Vip
33550,8042,"🔥#CHILLGUY Update🔥

Target 1 : $0.020✅

Profit: 61... and our next signals are about to be even bigger🔥",4ac7d79efd123f429f1d022e98959f17,2025-11-25T11:09:31+00:00,2025-11-25T18:00:36.712258+00:00,100,t.me/FedRussianInsiders_Vip
33518,8041,"$ETH ANALYSIS
------------------------------------...--------------
Yours truly,
Fed. Russian Insiders®",08eb5127a5b0b35951581294caed3e8d,2025-11-25T10:38:30+00:00,2025-11-25T18:00:36.142768+00:00,100,t.me/FedRussianInsiders_Vip
33521,8040,"LONGING $CHILLGUY HERE
Exchanges: Binance Futures
...7 - 0.102 - 0.142 - 0.194 - OPEN

SL: Below 0.0147",70d15a5b611b05042446efbc4e351acc,2025-11-24T19:18:32+00:00,2025-11-25T18:00:36.231028+00:00,100,t.me/FedRussianInsiders_Vip
