id,external_id,message_preview,hash,published_at,created_at,source_id,source_name
116178,14025,"#SIGNAL (ETH/USDT) 

📛 Risk of the signal: 5/10

🔑... $3600

❗️STOP LOSS: $2830

@CryptoKlondikePremium",cbed8924b57197d61ec9e215a3f2c0c0,2026-01-02T11:44:53+00:00,2026-01-02T14:37:18.901051+00:00,61,t.me/CryptoKlondikePremium
113484,14014,"#SIGNAL (NEAR/USDT) 

🔑 Open SHORT at price betwee....446

❗️ STOP LOSS: $1.583

@CryptoKlondikePremium",f47d8b70f75ab2202cebcb94508b5698,2026-01-01T10:00:51+00:00,2026-01-01T13:44:39.182078+00:00,61,t.me/CryptoKlondikePremium
113491,14011,"#SIGNAL (SOL/USDT) 

🔑 Open SHORT at price between...18.1

❗️ STOP LOSS: $129.2

@CryptoKlondikePremium",cc5a24502a645242f8889bcfe496940e,2026-01-01T08:00:05+00:00,2026-01-01T13:44:39.451251+00:00,61,t.me/CryptoKlondikePremium
113492,14007,"#SIGNAL (HYPE/USDT) 

🔑 Open SHORT at price betwee...4.18

❗️ STOP LOSS: $26.47

@CryptoKlondikePremium",4e7d1221d5533eee0cf0e56b39b6d59b,2026-01-01T00:00:10+00:00,2026-01-01T13:44:39.565291+00:00,61,t.me/CryptoKlondikePremium
125631,14103,"#SIGNAL (TRX/USDT) 

🔑 Open SHORT at price between...787

❗️ STOP LOSS: $0.3051

@CryptoKlondikePremium",2451e66a10bb4274918a994845421f1c,2026-01-06T22:00:10+00:00,2026-01-07T00:30:41.081318+00:00,61,t.me/CryptoKlondikePremium
125627,14093,"#SIGNAL (NEAR/USDT) 

🔑 Open LONG at price between....841

❗️ STOP LOSS: $1.683

@CryptoKlondikePremium",4c528a53b0f367757d0322bd401ff986,2026-01-06T19:00:13+00:00,2026-01-07T00:30:40.975227+00:00,61,t.me/CryptoKlondikePremium
125637,14089,"#SIGNAL (TRX/USDT) 

🔑 Open SHORT at price between...769

❗️ STOP LOSS: $0.3032

@CryptoKlondikePremium",9c65012a39e24cae2ff77f3d79d09394,2026-01-06T18:00:07+00:00,2026-01-07T00:30:41.120476+00:00,61,t.me/CryptoKlondikePremium
125652,14076,"#SIGNAL (FARTCOIN/USDT) 

📛 Risk of the signal: 8/... $0.35

❗️STOP LOSS: $0.48

@CryptoKlondikePremium",154e95b371e2ea2ac2041eab08ff710d,2026-01-06T10:40:46+00:00,2026-01-07T00:30:41.772587+00:00,61,t.me/CryptoKlondikePremium
125653,14073,"#SIGNAL (TRX/USDT) 

🔑 Open SHORT at price between...765

❗️ STOP LOSS: $0.3027

@CryptoKlondikePremium",3c188b01cf40a8d8d755dac410e35362,2026-01-06T10:00:11+00:00,2026-01-07T00:30:41.835108+00:00,61,t.me/CryptoKlondikePremium
125658,14066,"#SIGNAL (NEAR/USDT) 

🔑 Open LONG at price between....846

❗️ STOP LOSS: $1.688

@CryptoKlondikePremium",8191a8d15e8bb5e8a9a9d9be6a29ed5d,2026-01-06T08:00:16+00:00,2026-01-07T00:30:42.093324+00:00,61,t.me/CryptoKlondikePremium
125659,14064,"#SIGNAL (HYPE/USDT) 

🔑 Open LONG at price between...27.7

❗️ STOP LOSS: $25.33

@CryptoKlondikePremium",c4b8987dd4fa69d97f14dd7d4ab43146,2026-01-06T08:00:10+00:00,2026-01-07T00:30:42.097399+00:00,61,t.me/CryptoKlondikePremium
122893,14047,"#SIGNAL (SOL/USDT) 

🔑 Open LONG at price between ...42.5

❗️ STOP LOSS: $130.3

@CryptoKlondikePremium",450a67fb27859dd78b19af3633faaa62,2026-01-05T05:00:08+00:00,2026-01-05T21:23:40.454661+00:00,61,t.me/CryptoKlondikePremium
118331,14034,"#SIGNAL (HYPE/USDT) 

🔑 Open SHORT at price betwee...3.25

❗️ STOP LOSS: $25.46

@CryptoKlondikePremium",82e817071a4a44e651321aae5f6670ce,2026-01-02T23:00:05+00:00,2026-01-03T17:13:32.184302+00:00,61,t.me/CryptoKlondikePremium
118339,14031,"#SIGNAL (TRX/USDT) 

🔑 Open LONG at price between ...301

❗️ STOP LOSS: $0.2752

@CryptoKlondikePremium",4acbf60f6854e9bb05982b17a4b1fedb,2026-01-02T19:00:10+00:00,2026-01-03T17:13:32.284828+00:00,61,t.me/CryptoKlondikePremium
118349,14028,"#SIGNAL (MON/USDT) 

📛 Risk of the signal: 5/10

🔑....045

❗️STOP LOSS: 0.0215$

@CryptoKlondikePremium",166b539d70a7f97d992ace2a2d30267d,2026-01-02T16:31:40+00:00,2026-01-03T17:13:32.388934+00:00,61,t.me/CryptoKlondikePremium
