id,external_id,message_preview,hash,published_at,created_at,source_id,source_name
116199,74928,"#Free

#Futures_signal

🔴 SHORT

#IOTA/USDT

Entry...: 0.0948

Leverage : 10x (isolated)

@crypto_musk1",6a9d3db8e77a2a726da68f9304cd0842,2026-01-02T09:18:06+00:00,2026-01-02T14:37:20.046569+00:00,52,t.me/crypto_musk1
116205,74920,"🟢 Long

🔰 Price Action : 🥈 Thunder Strategy

#TREE....0954803

Leverage : 10x (isolated)

@crypto_musk1",9e19864fcf9b260e9a65d2f6531e0c02,2026-01-02T07:54:01+00:00,2026-01-02T14:37:20.580768+00:00,52,t.me/crypto_musk1
116203,74907,"#Free

#Futures_signal

🔴 SHORT

#ATOM/USDT

Entry... : 2.226

Leverage : 10x (isolated)

@crypto_musk1",d29e2ab397c0c6a96eba4ac146243b42,2026-01-02T03:16:05+00:00,2026-01-02T14:37:20.484113+00:00,52,t.me/crypto_musk1
116212,74903,"#Free

#Futures_signal

🟢 Long

#MASK/USDT

Entry ...) 0.6472
4) 0.6601

🛑 Stop : 0.5789

@crypto_musk1",dcd471d407cb6ed4c52e4817b85e9123,2026-01-02T01:20:05+00:00,2026-01-02T14:37:20.755473+00:00,52,t.me/crypto_musk1
116211,74896,"🟢 Long

🔰 Price Action : 🥇 Blast Strategy

#QNT/US...63.53797

Leverage : 10x (isolated)

@crypto_musk1",3228c11059710ca636884e25ce8f9e42,2026-01-01T23:53:59+00:00,2026-01-02T14:37:20.754107+00:00,52,t.me/crypto_musk1
116213,74891,"#Free

#Futures_signal

🟢 Long

#XMR/USDT

Entry :...: 394.91

Leverage : 10x (isolated)

@crypto_musk1",1df80f75fc64f95bf1e89854d8c45d0c,2026-01-01T20:29:03+00:00,2026-01-02T14:37:20.766333+00:00,52,t.me/crypto_musk1
116214,74876,"🟢 Long

🔰 Price Action : 🥇 Blast Strategy

#AR/USD... : 3.202

Leverage : 10x (isolated)

@crypto_musk1",07b131d9710565d11f7e4ba1e037277d,2026-01-01T15:34:57+00:00,2026-01-02T14:37:20.793537+00:00,52,t.me/crypto_musk1
113549,74854,"🟢 Long

🔰 Price Action : 🥈 Thunder Strategy

#ALIC... : 0.151

Leverage : 10x (isolated)

@crypto_musk1",efb431453190204648e350022f4280fa,2026-01-01T07:32:55+00:00,2026-01-01T13:44:43.243970+00:00,52,t.me/crypto_musk1
113551,74847,"#Free

#Futures_signal

🔴 SHORT

#IOST/USDT

Entry...0.002049

Leverage : 10x (isolated)

@crypto_musk1",5a54ea3eeeb6d99968d3e8116f9a674c,2026-01-01T06:11:59+00:00,2026-01-01T13:44:43.463804+00:00,52,t.me/crypto_musk1
113553,74838,"#Free

#Futures_signal

🔴 SHORT

#BNB/USDT

Entry ... 929.295

Leverage : 10x (isolated)

@crypto_musk1",ad9ba22adca77d667efa2e3950b5ab55,2026-01-01T02:04:59+00:00,2026-01-01T13:44:43.501742+00:00,52,t.me/crypto_musk1
125684,75216,"#Free

#Futures_signal

🟢 Long

#BCH/USDT

Entry :...) 660.98
4) 674.16

🛑 Stop : 591.24

@crypto_musk1",76a34227e2f0def336702260754a541b,2026-01-06T13:50:31+00:00,2026-01-07T00:30:43.053479+00:00,52,t.me/crypto_musk1
125670,75212,"🟢 Long

🔰 Price Action : 🥈 Nova Strategy

#VET/USD...0.011183

Leverage : 10x (isolated)

@crypto_musk1",85c1eed75a96dfd1797d3db03fbc5f17,2026-01-06T13:24:24+00:00,2026-01-07T00:30:42.867986+00:00,52,t.me/crypto_musk1
125671,75202,"#Free

#Futures_signal

🟢 Long

#TRX/USDT

Entry :....30518
4) 0.31127

🛑 Stop : 0.27298

@crypto_musk1",a79979b6758fd88a63e42e2b8207340e,2026-01-06T09:40:30+00:00,2026-01-07T00:30:42.891259+00:00,52,t.me/crypto_musk1
125685,75194,"#Free

#Futures_signal

🔴 SHORT

#ONT/USDT

Entry ...: 0.0762

Leverage : 10x (isolated)

@crypto_musk1",7cb2173af4fcb4dccec5809119b0376e,2026-01-06T06:47:27+00:00,2026-01-07T00:30:43.066980+00:00,52,t.me/crypto_musk1
125688,75187,"🟢 Long

🔰 Price Action : 🥇 Blast Strategy

#XMR/US...: 391.22

Leverage : 10x (isolated)

@crypto_musk1",25ecec6e203661a1749358a7f09a1f57,2026-01-06T04:52:23+00:00,2026-01-07T00:30:43.535636+00:00,52,t.me/crypto_musk1
