id,external_id,message_preview,hash,published_at,created_at,source_id,source_name
20207,8903,"$BTC Market Analysis

BTC is showing strong signs ... move is likely.

➖➖➖➖➖
- Bitcoin Bullets® Trading",43e17d69ec48f5a617a4329dc70f6e2f,2025-11-16T10:50:56+00:00,2025-11-16T14:31:57.816793+00:00,97,t.me/BitcoinBulletsInsidersVip
20204,8902,"🔥$MYX Update🔥

Target 1 : $2.7✅
Target 2 : $2.9✅
T...re still winning, stay tuned for our next signals🐋",9ae7b297fb5f9c93cc6b7640c7112058,2025-11-15T10:11:55+00:00,2025-11-16T14:31:57.748994+00:00,97,t.me/BitcoinBulletsInsidersVip
20196,8901,"FEAR AND GREED INDEX UPDATE

Current market condit...upcoming bounce.

➖➖➖➖➖
- Bitcoin Bullets® Trading",c1de0a5808a43aacbb116dbd74728938,2025-11-15T09:32:50+00:00,2025-11-16T14:31:57.502190+00:00,97,t.me/BitcoinBulletsInsidersVip
20209,8900,"$BTC UPDATE 🔥

BTC has perfectly bounced from the ...d support level.

➖➖➖➖➖
- Bitcoin Bullets® Trading",735fc1207379fc48c1c94abf9e7a40c1,2025-11-15T04:32:11+00:00,2025-11-16T14:31:58.079226+00:00,97,t.me/BitcoinBulletsInsidersVip
20210,8899,#MITO BREAKING OUT,d40aaaf712aa9aaf56eefb173951afd6,2025-11-14T15:24:24+00:00,2025-11-16T14:31:58.251861+00:00,97,t.me/BitcoinBulletsInsidersVip
22447,8911,"$SYN UPDATE

Currently consolidating around our en...Once #SYN breaks above $0.072, there’s no way back",2c1d3bc8cf0eb017440ceb01dbfd5f83,2025-11-18T10:12:45+00:00,2025-11-18T15:11:45.940789+00:00,97,t.me/BitcoinBulletsInsidersVip
22448,8910,adding more #SYN here,d0359e8cdf38bf2317cd3da9ec6f1e64,2025-11-18T09:54:29+00:00,2025-11-18T15:11:46.045788+00:00,97,t.me/BitcoinBulletsInsidersVip
22452,8909,"#SYN BREAKING OUT

Still in entry, buying now with first target at $0.072",333bfb3ced6e3b3befbaecf15cd85705,2025-11-18T09:19:45+00:00,2025-11-18T15:11:46.214044+00:00,97,t.me/BitcoinBulletsInsidersVip
22450,8908,"$SYN UPDATE

Main Resistance levels at $0.217 (200...u can below $0.07, as this sale will not last long",79063046122e6f887f2bcb6af6f8e512,2025-11-18T09:13:01+00:00,2025-11-18T15:11:46.188556+00:00,97,t.me/BitcoinBulletsInsidersVip
22451,8907,"BUYING $SYN HERE

The bottom is in for #SYN

Entry...- 0.167 - 0.202 - 0.298 - OPEN

SL: Below $0.05114",43845fa8e837219467682fa95bfd7c2d,2025-11-18T08:48:06+00:00,2025-11-18T15:11:46.203709+00:00,97,t.me/BitcoinBulletsInsidersVip
22449,8906,"IMPORTANT UPDATE

While BTC dipped below $90,000, ...is going to be big, stay tuned to our next message",83eb8cb645f9b3341666bec3bb67fe9a,2025-11-18T08:26:29+00:00,2025-11-18T15:11:46.182205+00:00,97,t.me/BitcoinBulletsInsidersVip
22453,8905,"$BTC Market Analysis

BTC is currently filling the...wnside pressure.

➖➖➖➖➖
- Bitcoin Bullets® Trading",302586c1b8ac80a1dd722f5ef352ecd3,2025-11-18T06:49:37+00:00,2025-11-18T15:11:46.259014+00:00,97,t.me/BitcoinBulletsInsidersVip
23348,8915,"$BTC Market Analysis

Bitcoin has dropped directly...ullish reversal.

➖➖➖➖➖
- Bitcoin Bullets® Trading",bc8fb22c3b0c26e3d678029486c5597c,2025-11-19T08:56:51+00:00,2025-11-19T15:41:23.323158+00:00,97,t.me/BitcoinBulletsInsidersVip
23347,8914,"$OBOL still at entry, but not for long

Momentum b...ak $0.09, after which higher targets are easy game",149b14197e39947cafad0c27c9f67cdc,2025-11-18T19:58:22+00:00,2025-11-19T15:41:23.303747+00:00,97,t.me/BitcoinBulletsInsidersVip
23349,8913,"$OBOL

With a market cap of less than $10 Million,... or SOL at $14

Fill your bags, or get left behind",bccc67b00507329f3e53e719edb65ef7,2025-11-18T19:00:45+00:00,2025-11-19T15:41:23.452984+00:00,97,t.me/BitcoinBulletsInsidersVip
24264,8919,"$BTC Market Analysis

BTC is currently sitting rig... remains intact.

➖➖➖➖➖
- Bitcoin Bullets® Trading",7428ddb42ad4d09fe36b56a307d44718,2025-11-20T11:46:45+00:00,2025-11-20T15:44:18.849584+00:00,97,t.me/BitcoinBulletsInsidersVip
24266,8918,"$CUDIS BREAKING OUT

It will not last long below $0.034, adding more here🐋",67c9af15b484a931c6257d5caba4d62a,2025-11-20T06:50:24+00:00,2025-11-20T15:44:18.914407+00:00,97,t.me/BitcoinBulletsInsidersVip
24265,8917,"$CUDIS (Binance Futures)

Very nive LTF price acti...$0.034

Targeting: 0.054 - 0.078

SL: Below 0.0316",93d84f026ecd5868555f8452cb393310,2025-11-20T06:09:55+00:00,2025-11-20T15:44:18.897928+00:00,97,t.me/BitcoinBulletsInsidersVip
