id,external_id,message_preview,hash,published_at,created_at,source_id,source_name
115786,149971,"꧁༺ 𝓢𝓒𝓐𝓛𝓟𝓘𝓝𝓖 300 ༻꧂
TONUSDT

Direction: SHORT
Lever...2714
Target 8 - 1.555983

69571cfcfe17ad643b76f887",56804652bd94fcceb8df5d8bd681057e,2026-01-02T01:21:12+00:00,2026-01-02T14:36:59.524349+00:00,99,t.me/Scalping_300
115835,149968,"꧁༺ 𝓢𝓒𝓐𝓛𝓟𝓘𝓝𝓖 300 ༻꧂
BANANAUSDT

Direction: SHORT
Le....4437
Target 8 - 6.37515

69571c1dfe17ad643b76f882",3ac94ab985f52b3ec141b5aa479b86cc,2026-01-02T01:17:32+00:00,2026-01-02T14:36:59.904246+00:00,99,t.me/Scalping_300
115846,149965,"꧁༺ 𝓢𝓒𝓐𝓛𝓟𝓘𝓝𝓖 300 ༻꧂
XAIUSDT

Direction: SHORT
Lever...5951
Target 8 - 0.015782

6957195afe17ad643b76f87d",4b080e4f2664cda86a20e4b8d65037d8,2026-01-02T01:05:23+00:00,2026-01-02T14:37:00.018746+00:00,99,t.me/Scalping_300
115795,149961,"꧁༺ 𝓢𝓒𝓐𝓛𝓟𝓘𝓝𝓖 300 ༻꧂
ERAUSDT

Direction: SHORT
Lever...18706
Target 8 - 0.18507

69571709fe17ad643b76f878",a786dd517f0a983d2760a32db577c06a,2026-01-02T00:55:33+00:00,2026-01-02T14:36:59.616306+00:00,99,t.me/Scalping_300
115826,149955,"꧁༺ 𝓢𝓒𝓐𝓛𝓟𝓘𝓝𝓖 300 ༻꧂
ZKCUSDT

Direction: SHORT
Lever...6408
Target 8 - 0.105276

6957147bfe17ad643b76f873",61be3c8106066d840b1c6301db293d6e,2026-01-02T00:44:41+00:00,2026-01-02T14:36:59.848644+00:00,99,t.me/Scalping_300
115818,149953,"꧁༺ 𝓢𝓒𝓐𝓛𝓟𝓘𝓝𝓖 300 ༻꧂
LAYERUSDT

Direction: SHORT
Lev...9988
Target 8 - 0.158285

695713d2fe17ad643b76f86e",652cd6b29266d12d4e66e8fddb3bf751,2026-01-02T00:41:42+00:00,2026-01-02T14:36:59.764135+00:00,99,t.me/Scalping_300
115849,149950,"꧁༺ 𝓢𝓒𝓐𝓛𝓟𝓘𝓝𝓖 300 ༻꧂
TOWNSUSDT

Direction: SHORT
Lev...5772
Target 8 - 0.005711

695711f2fe17ad643b76f869",204026fae3d31817cd0520ff8fc2962f,2026-01-02T00:33:43+00:00,2026-01-02T14:37:00.050402+00:00,99,t.me/Scalping_300
115848,149946,"꧁༺ 𝓢𝓒𝓐𝓛𝓟𝓘𝓝𝓖 300 ༻꧂
BGSCUSDT

Direction\: SHORT
Lev...1067
Target 8 - 0.001056

69570dfbfe17ad643b76f864",492cb852fd3f421084d3ce63cd494503,2026-01-02T00:17:19+00:00,2026-01-02T14:37:00.041246+00:00,99,t.me/Scalping_300
115796,149944,"꧁༺ 𝓢𝓒𝓐𝓛𝓟𝓘𝓝𝓖 300 ༻꧂
AUCTIONUSDT

Direction: SHORT
L...87672
Target 8 - 4.82484

69570c90fe17ad643b76f85f",5998b7a29ea8399940632311cf3f0290,2026-01-02T00:10:51+00:00,2026-01-02T14:36:59.613584+00:00,99,t.me/Scalping_300
115837,149942,"꧁༺ 𝓢𝓒𝓐𝓛𝓟𝓘𝓝𝓖 300 ༻꧂
WCTUSDT

Direction: SHORT
Lever...8405
Target 8 - 0.077571

69570b7cfe17ad643b76f85a",1ed2b42feafbbfc183e25adc61d95cad,2026-01-02T00:06:15+00:00,2026-01-02T14:36:59.946714+00:00,99,t.me/Scalping_300
