id,external_id,message_preview,hash,published_at,created_at,source_id,source_name
20141,5336,#MITO BULLISH,b0f70405ca6e0b4ea00ef6a02db9db60,2025-11-14T15:04:11+00:00,2025-11-16T14:31:55.585508+00:00,111,t.me/binancesignals
20131,5323,$GUN BULLISH,32d5e55c8e7ccf692b9463029ebd5b96,2025-11-13T08:24:54+00:00,2025-11-16T14:31:54.983403+00:00,111,t.me/binancesignals
20138,5322,#ZEC scalping,0a7088ae53b980ebd86e06244adc1fc7,2025-11-12T17:38:40+00:00,2025-11-16T14:31:55.084286+00:00,111,t.me/binancesignals
20144,5321,#ZEC EMA25 daily,3d44366e43c00059c06a466d78c5e637,2025-11-12T17:32:50+00:00,2025-11-16T14:31:55.589090+00:00,111,t.me/binancesignals
20150,5320,"#BTC short closed

Better focus on special caps.",5fcd870f2e72220605209e78705b0cec,2025-11-12T17:31:05+00:00,2025-11-16T14:31:55.763175+00:00,111,t.me/binancesignals
22281,5338,#SYN BULLISH,9bbcbb95090ec07f1afa5d199d2e4010,2025-11-18T08:45:51+00:00,2025-11-18T15:11:27.364748+00:00,111,t.me/binancesignals
23151,5341,One of them not is not like others,40effb1440407a0bd4f2e1491d1c0066,2025-11-18T17:08:29+00:00,2025-11-19T15:41:13.100801+00:00,111,t.me/binancesignals
23139,5340,#OBOL BULLISH,5e2882265a9f14b48b62491404b623a5,2025-11-18T17:01:57+00:00,2025-11-19T15:41:12.989816+00:00,111,t.me/binancesignals
24014,5353,#BID BULLISH,f49d9a5aa2ecbe293a5ea63bf55a899d,2025-11-20T07:37:50+00:00,2025-11-20T15:44:06.163891+00:00,111,t.me/binancesignals
24047,5352,"Alts are starting to bounce hard
Bottom is in",7a9d3a4cf724984b4683c5e22dfab084,2025-11-20T06:15:18+00:00,2025-11-20T15:44:06.454828+00:00,111,t.me/binancesignals
24018,5350,#CUDIS TOP GAINER SOON,5185df1cea73e9a60a29392811457ee8,2025-11-20T06:08:47+00:00,2025-11-20T15:44:06.250342+00:00,111,t.me/binancesignals
24029,5345,Interesting,6cb9d6f100ecb14c3e1766082976bad9,2025-11-20T06:04:25+00:00,2025-11-20T15:44:06.319875+00:00,111,t.me/binancesignals
24027,5344,#CUDIS BULLISH,25b7a8784e1a912cd43b5a9f8d2c883c,2025-11-20T06:02:57+00:00,2025-11-20T15:44:06.308113+00:00,111,t.me/binancesignals
24035,5343,suddenly,42ac3f9444573b898ef250937a0d8912,2025-11-20T01:10:44+00:00,2025-11-20T15:44:06.355904+00:00,111,t.me/binancesignals
